       c1::value              param::trise              q1::cgso              r2::value              transient.sim::overshoot(v(l1:2))              transient.sim::v(q1:d)              transient.sim::yatlastx(avg(w(r2)))       
1.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.92349331446 99.995170593262 0.25321578941675 
1.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.92672439873 99.993965148926 0.25068570220962 
1.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.92894096524 99.995170593262 0.086200584495736 
1.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.93663272963 99.991874694824 0.096682382300062 
1.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.92374114716 99.995994567871 0.17349751551672 
1.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.90125797065 100.00683593750 0.19615657980246 
1.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.92156367264 99.996047973633 0.25355370339165 
1.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.92251267676 99.995880126953 0.25085901137031 
1.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 10.000000000000 119.92231608245 99.998168945313 0.088656409601675 
1.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 10.000000000000 119.92584294935 99.996780395508 0.096787120594955 
1.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 21.000000000000 119.91776779959 99.998710632324 0.17317450059126 
1.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 21.000000000000 119.93575481229 99.991149902344 0.19711432541117 
1.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 32.000000000000 119.91978209784 99.996948242188 0.24843360425443 
1.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 32.000000000000 119.91340181425 100.00002288818 0.25213868582428 
2.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.92341678220 99.996856689453 0.12376640550912 
2.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.92673063697 99.996231079102 0.13434237868042 
2.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.91876927997 99.997436523438 0.24572881918469 
2.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.93700960193 99.989372253418 0.25666629341384 
2.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.91023911187 99.998817443848 0.33980985866424 
2.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.68488897825 100.10209655762 0.34121069538224 
2.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.92282178849 99.997009277344 0.12331510424760 
2.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.99630606538 99.964599609375 0.13702442845399 
2.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.91860149110 99.997512817383 0.24512513444879 
2.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.95103995270 99.982994079590 0.25826725242756 
2.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.90450117937 100.00142669678 0.33858690457295 
2.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.98876851962 99.963821411133 0.34085804017810 
2.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 10.000000000000 119.92423289295 99.996513366699 0.12320433046160 
2.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 10.000000000000 119.89685026918 100.01004791260 0.13365719644661 
2.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 21.000000000000 119.91869158843 99.997596740723 0.24980275163523 
2.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 21.000000000000 119.91590031788 99.998970031738 0.25673120499145 
2.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 32.000000000000 119.91030622396 99.998786926270 0.33832643091373 
2.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 32.000000000000 119.85852572511 100.02310180664 0.34222651330091 
2.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.91943082763 99.996566772461 0.16830136638148 
2.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.92700317252 99.995399475098 0.17750416774286 
2.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.93593107299 99.987586975098 0.31907196159156 
2.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.90266563653 100.00305938721 0.32762810720031 
2.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.90158499023 99.999595642090 0.42210841541466 
2.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.91466228167 99.994766235352 0.44487081231531 
2.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.93536486499 99.989891052246 0.17178122468402 
2.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.85383221366 100.02868652344 0.17786868364463 
2.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.91508997419 99.997062683105 0.31872732988375 
2.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.95277236302 99.980278015137 0.33017217419484 
2.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.89960529523 100.00049591064 0.42376001199765 
2.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.88922820592 100.00633239746 0.44600913601723 
2.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 10.000000000000 119.91165525622 100.00067138672 0.16819284971892 
2.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 10.000000000000 119.83874292730 100.03554534912 0.17578998561452 
2.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 21.000000000000 119.91425104325 99.997444152832 0.31830864357268 
2.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 21.000000000000 119.91847045078 99.995872497559 0.32958809572521 
2.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 32.000000000000 119.89940397231 100.00058746338 0.42443810652072 
2.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 32.000000000000 119.89401521896 100.00405120850 0.44957330431122 
3.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.91367786452 99.998100280762 0.22576095950912 
3.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.96683265095 99.974449157715 0.21564110364151 
3.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.90752616076 99.997268676758 0.37848017260645 
3.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.95940413611 99.974044799805 0.38231385765435 
3.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.89853681552 99.997123718262 0.51085732700464 
3.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.87776738727 100.00703430176 0.54659613407535 
3.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.91601008697 99.997039794922 0.22708340945354 
3.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.90014361650 100.00476837158 0.21179169221900 
3.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.90752616076 99.997268676758 0.37661333988376 
3.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.88761737421 100.00668334961 0.38384558305036 
3.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.91380531826 99.990180969238 0.50998480755885 
3.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.88816785990 100.00230407715 0.54591952798870 
3.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 10.000000000000 119.91324162696 99.998298645020 0.22811290117376 
3.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 10.000000000000 119.93952452555 99.986862182617 0.21126407453417 
3.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 21.000000000000 119.90752616076 99.997268676758 0.37640322528706 
3.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 21.000000000000 119.84121082069 100.02779388428 0.38410204737811 
3.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 32.000000000000 119.90055012309 99.996208190918 0.50936960147316 
3.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 32.000000000000 119.88367205100 100.00434875488 0.54609897337603 
3.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.90857932497 99.997573852539 0.24403193384071 
3.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.90032177302 100.00134277344 0.24980982563014 
3.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.90338118546 99.995094299316 0.45989841373609 
3.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.90222760918 99.995140075684 0.45355289794633 
3.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.88612508113 99.997230529785 0.62718312434762 
3.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.89372228075 99.994018554688 0.60370192124053 
3.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.90869677173 99.997520446777 0.24306185483270 
3.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.89669803576 100.00299072266 0.24818582042801 
3.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.90364811710 99.994979858398 0.45927394345600 
3.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.97389311932 99.962562561035 0.45717588905682 
3.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.88615863403 99.997215270996 0.62738394022120 
3.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.91456198903 99.984542846680 0.60214953464323 
3.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 10.000000000000 119.90887981222 99.997444152832 0.24334982481115 
3.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 10.000000000000 119.93956980053 99.983497619629 0.24660827018450 
3.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 21.000000000000 119.90400045901 99.994819641113 0.46096275347288 
3.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 21.000000000000 119.92932745708 99.982818603516 0.45352675132287 
3.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 32.000000000000 119.88619218693 99.997200012207 0.62708169140651 
3.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 32.000000000000 119.85678429259 100.01081848145 0.60598615685134 
3.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.90020963804 99.997535705566 0.28157483665753 
3.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.88659602142 100.00345611572 0.29061598552690 
3.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.88886380403 99.995582580566 0.53145149942864 
3.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.86462915144 100.00604248047 0.50920640143591 
3.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.86581091285 99.996406555176 0.67577082183180 
3.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.82253928103 100.01663208008 0.69102813145328 
3.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.90027674793 99.997505187988 0.28018581339266 
3.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.88256999046 100.00528717041 0.29327480401470 
3.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.87730510684 100.00083923340 0.52936824077950 
3.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.89370116980 99.992820739746 0.51064199857201 
3.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.86579565352 99.996406555176 0.67703855369554 
3.8000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.82406521055 100.01593780518 0.69158287305459 
3.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 10.000000000000 119.90036063536 99.997467041016 0.28206764971133 
3.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 10.000000000000 119.90961432919 99.992988586426 0.28994058055832 
3.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 21.000000000000 119.87658377706 100.00116729736 0.52905482142409 
3.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 21.000000000000 119.91246030852 99.984291076660 0.50791150195413 
3.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 32.000000000000 119.86687906647 99.996406555176 0.67954061468977 
3.8000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 32.000000000000 119.84690637963 100.00554656982 0.69350277323890 
4.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.89023976195 99.996566772461 0.31892636769283 
4.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.84447788951 100.01670837402 0.31185476424954 
4.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.86107953288 99.996795654297 0.58225065810008 
4.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.81045095683 100.01943206787 0.56897530506125 
4.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.79618035777 99.997573852539 0.73015545421810 
4.2000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.86363581556 99.973556518555 0.74280585267090 
4.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.89025653883 99.996559143066 0.32007036870095 
4.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.89513496109 99.993667602539 0.30838308095359 
4.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.85859691913 99.997924804688 0.58052107427822 
4.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.99546215272 99.935317993164 0.56702615674935 
4.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 32.000000000000 119.79601266265 99.997650146484 0.73227764995237 
4.2000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 32.000000000000 119.86002845402 99.975196838379 0.74570262114237 
4.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 10.000000000000 119.89027331570 99.996551513672 0.32032930468141 
4.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 10.000000000000 119.90325568222 99.989974975586 0.31386898046687 
4.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 21.000000000000 119.86060984490 99.997009277344 0.57695028636836 
4.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 21.000000000000 119.73718705292 100.05278015137 0.56838040886131 
4.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 32.000000000000 119.79619712730 99.997566223145 0.72960488055141 
4.2000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 32.000000000000 119.78879473575 100.00759887695 0.74438834525501 
4.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.87249376469 99.997024536133 0.35792572885184 
4.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.83715423921 100.01255798340 0.34470233799718 
4.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.75642120387 99.997619628906 0.62875072866980 
4.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.42802990325 99.973503112793 0.60920996621797 
4.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 32.000000000000 113.35356841728 99.995491027832 0.80939691807930 
4.6000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 32.000000000000 114.33236216399 99.963516235352 0.79454770659424 
4.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.86944067716 99.998413085938 0.35792189768758 
4.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.85951110634 100.00238800049 0.34579616128095 
4.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 21.000000000000 119.75675653406 99.997467041016 0.62988754288447 
4.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 21.000000000000 119.34697830099 100.01044464111 0.61068886784877 
4.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 32.000000000000 113.35084997256 99.996765136719 0.80953550070908 
4.6000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 32.000000000000 114.36968068581 99.946121215820 0.79168045953368 
4.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 10.000000000000 119.87299702902 99.996795654297 0.36154371293276 
4.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 10.000000000000 119.85543520950 100.00424194336 0.34880995629797 
4.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 21.000000000000 119.75756133067 99.997100830078 0.62839504700105 
4.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 21.000000000000 119.40867385081 99.982322692871 0.60906098193702 
4.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 32.000000000000 113.35170247604 99.996665954590 0.81129810342860 
4.6000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 32.000000000000 114.39126687681 99.936058044434 0.78703297219542 
5.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.83430883250 99.996902465820 0.39612380120528 
5.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.82100438505 99.998664855957 0.37336407578804 
5.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 21.000000000000 113.21583711667 99.996986389160 0.68023948675268 
5.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 21.000000000000 112.36732311121 100.00445556641 0.67588324969640 
5.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 32.000000000000 106.98435882537 99.998046875000 0.86055290613870 
5.0000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 32.000000000000 107.58435962362 100.03066253662 0.86477301257576 
5.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 10.000000000000 119.83430883250 99.996902465820 0.39880800012890 
5.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 10.000000000000 119.82083667282 99.998741149902 0.37477463558117 
5.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 21.000000000000 113.21578831398 99.997009277344 0.67956544142691 
5.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 21.000000000000 112.41195174677 99.983444213867 0.67013376808799 
5.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 32.000000000000 106.98555902142 99.997467041016 0.86205635293963 
5.0000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 32.000000000000 107.56558388793 100.03971099854 0.86793494251811 
5.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 10.000000000000 119.83429205996 99.996910095215 0.39942157487820 
5.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 10.000000000000 119.82061864731 99.998840332031 0.37738073109366 
5.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 21.000000000000 113.21868397902 99.995651245117 0.68007829642864 
5.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 21.000000000000 112.34120931277 100.01675415039 0.67042463607748 
5.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 32.000000000000 106.98705928607 99.996742248535 0.85904530176098 
5.0000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 32.000000000000 107.66104927395 99.993721008301 0.86610049485360 
5.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 10.000000000000 116.02059790287 99.995246887207 0.41851772169822 
5.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 10.000000000000 115.49979257097 100.00685119629 0.41062475656227 
5.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 21.000000000000 106.73036669287 99.996528625488 0.73317170510951 
5.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 21.000000000000 105.69206906762 99.994789123535 0.71517715124112 
5.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 32.000000000000 101.10963004117 99.997642517090 0.89125248882043 
5.4000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 32.000000000000 101.39026484960 99.983100891113 0.92014510695292 
5.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 10.000000000000 116.01723565840 99.996803283691 0.41867365640305 
5.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 10.000000000000 115.49780332477 100.00777435303 0.40265787750314 
5.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 21.000000000000 106.72443679466 99.999389648438 0.73224473202078 
5.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 21.000000000000 105.66736987102 100.00679779053 0.71564755656979 
5.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-010 32.000000000000 101.10953797836 99.997688293457 0.89047986263839 
5.4000000000000e-010 5.0000000000000e-009 1.4100000000000e-009 32.000000000000 101.34534043531 100.00540924072 0.92076579041400 
5.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 10.000000000000 116.01621382052 99.997276306152 0.41628874458210 
5.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 10.000000000000 115.39677820515 100.05467987061 0.40375678320640 
5.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 21.000000000000 106.78867410376 99.996505737305 0.72622594122332 
5.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 21.000000000000 105.72804572571 99.977302551270 0.71099460448935 
5.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-010 32.000000000000 101.10943057186 99.997741699219 0.88958610130120 
5.4000000000000e-010 1.0000000000000e-008 1.4100000000000e-009 32.000000000000 101.41588565583 99.970382690430 0.92391894811921 
5.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 10.000000000000 111.14570051399 99.996765136719 0.45101821148543 
5.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-009 10.000000000000 110.05968465573 100.00144195557 0.43337486846071 
5.8000000000000e-010 1.0000000000000e-009 1.4100000000000e-010 21.000000000000 100.42474232782 99.996719360352 0.77067004630523 
